rid,raterId,ratingIndex,pid,week,condition,word,source,path,wordAccuracy,wordPrecision,creativity,weirdness,submittedAt
R068,68d4b6be506f59fc9af93e2b,15,,,,Abyss,ai_many,word_many_images/ABYSS/03.png,6,5,5,4,2026-08-08T19:47:23.992000+00:00
R068,68d4b6be506f59fc9af93e2b,16,,,,Accident,ai_many,word_many_images/ACCIDENT/23.png,5,4,8,7,2026-08-08T19:47:51.491000+00:00
R068,68d4b6be506f59fc9af93e2b,17,,,,Portal,ai_many,word_many_images/PORTAL/01.png,6,5,3,3,2026-08-08T19:48:03.701000+00:00
R068,68d4b6be506f59fc9af93e2b,18,,,,Magic,ai_many,word_many_images/MAGIC/20.png,4,2,7,6,2026-08-08T19:48:18.979000+00:00
R068,68d4b6be506f59fc9af93e2b,19,,,,Protection,ai_many,word_many_images/PROTECTION/15.png,1,1,10,10,2026-08-08T19:48:23.241000+00:00
R068,68d4b6be506f59fc9af93e2b,20,,,,Journey,ai_many,word_many_images/JOURNEY/06.png,4,3,7,6,2026-08-08T19:48:36.421000+00:00
R068,68d4b6be506f59fc9af93e2b,21,,,,Business,ai_many,word_many_images/BUSINESS/22.png,1,1,10,10,2026-08-08T19:48:40.873000+00:00
R068,68d4b6be506f59fc9af93e2b,22,,,,Portal,ai_many,word_many_images/PORTAL/10.png,5,4,8,7,2026-08-08T19:48:51.986000+00:00
R068,68d4b6be506f59fc9af93e2b,23,,,,Desire,ai_many,word_many_images/DESIRE/09.png,3,2,10,10,2026-08-08T19:49:01.429000+00:00
R068,68d4b6be506f59fc9af93e2b,24,,,,Control,ai_many,word_many_images/CONTROL/17.png,1,1,10,10,2026-08-08T19:49:06.668000+00:00
R068,68d4b6be506f59fc9af93e2b,25,,,,Vision,ai_many,word_many_images/VISION/28.png,6,5,8,6,2026-08-08T19:49:16.362000+00:00
R068,68d4b6be506f59fc9af93e2b,26,,,,Darkness,ai_many,word_many_images/DARKNESS/14.png,1,1,10,10,2026-08-08T19:49:21.957000+00:00
R068,68d4b6be506f59fc9af93e2b,27,,,,Disease,ai_many,word_many_images/DISEASE/17.png,1,1,10,10,2026-08-08T19:49:26.613000+00:00
R068,68d4b6be506f59fc9af93e2b,28,,,,Disease,ai_many,word_many_images/DISEASE/23.png,1,1,10,10,2026-08-08T19:49:31.499000+00:00
R068,68d4b6be506f59fc9af93e2b,29,,,,Aversion,ai_many,word_many_images/AVERSION/13.png,1,1,10,10,2026-08-08T19:49:36.742000+00:00
R068,68d4b6be506f59fc9af93e2b,30,,,,Journey,ai_many,word_many_images/JOURNEY/17.png,1,1,10,10,2026-08-08T19:49:41.044000+00:00
R068,68d4b6be506f59fc9af93e2b,31,,,,Magic,ai_many,word_many_images/MAGIC/10.png,1,1,10,10,2026-08-08T19:49:44.567000+00:00
R068,68d4b6be506f59fc9af93e2b,32,,,,Servant,ai_many,word_many_images/SERVANT/26.png,1,1,10,10,2026-08-08T19:49:50.746000+00:00
R068,68d4b6be506f59fc9af93e2b,33,,,,Struggle,ai_many,word_many_images/STRUGGLE/10.png,6,4,9,7,2026-08-08T19:50:03.773000+00:00
R068,68d4b6be506f59fc9af93e2b,34,,,,Servant,ai_many,word_many_images/SERVANT/15.png,10,10,1,1,2026-08-08T19:50:13.660000+00:00
R068,68d4b6be506f59fc9af93e2b,35,,,,Aversion,ai_many,word_many_images/AVERSION/01.png,8,8,3,2,2026-08-08T19:50:25.746000+00:00
R069,694a387a067835f486de3968,0,,,,Desire,ai_many,word_many_images/DESIRE/25.png,4,2,10,8,2026-08-08T21:01:33.461000+00:00
R069,694a387a067835f486de3968,1,,,,Disease,ai_many,word_many_images/DISEASE/09.png,2,1,10,10,2026-08-08T21:01:53.791000+00:00
R069,694a387a067835f486de3968,2,,,,Energy,ai_many,word_many_images/ENERGY/27.png,6,4,3,2,2026-08-08T21:02:19.200000+00:00
R069,694a387a067835f486de3968,3,,,,Contamination,ai_many,word_many_images/CONTAMINATION/15.png,6,4,3,3,2026-08-08T21:02:43.298000+00:00
R069,694a387a067835f486de3968,4,,,,Energy,ai_many,word_many_images/ENERGY/16.png,8,6,1,1,2026-08-08T21:03:08.772000+00:00
R069,694a387a067835f486de3968,5,,,,Servant,ai_many,word_many_images/SERVANT/05.png,7,5,2,2,2026-08-08T21:03:32.069000+00:00
R069,694a387a067835f486de3968,6,,,,Control,ai_many,word_many_images/CONTROL/26.png,4,2,10,8,2026-08-08T21:03:49.234000+00:00
R069,694a387a067835f486de3968,7,,,,Struggle,ai_many,word_many_images/STRUGGLE/26.png,2,3,5,2,2026-08-08T21:04:17.583000+00:00
R069,694a387a067835f486de3968,8,,,,Vision,ai_many,word_many_images/VISION/12.png,2,2,6,3,2026-08-08T21:04:32.596000+00:00
R069,694a387a067835f486de3968,9,,,,Vision,ai_many,word_many_images/VISION/13.png,2,1,9,6,2026-08-08T21:04:50.910000+00:00
R069,694a387a067835f486de3968,10,,,,Portal,ai_many,word_many_images/PORTAL/34.png,6,5,4,5,2026-08-08T21:05:07.965000+00:00
R069,694a387a067835f486de3968,11,,,,Desire,ai_many,word_many_images/DESIRE/34.png,4,3,7,3,2026-08-08T21:05:28.863000+00:00
R069,694a387a067835f486de3968,12,,,,Darkness,ai_many,word_many_images/DARKNESS/19.png,1,1,8,2,2026-08-08T21:05:42.845000+00:00
R069,694a387a067835f486de3968,13,,,,Contamination,ai_many,word_many_images/CONTAMINATION/11.png,6,4,4,3,2026-08-08T21:06:04.861000+00:00
R069,694a387a067835f486de3968,14,,,,Magic,ai_many,word_many_images/MAGIC/03.png,10,10,1,1,2026-08-08T21:06:22.586000+00:00
R069,694a387a067835f486de3968,15,,,,Abyss,ai_many,word_many_images/ABYSS/27.png,9,8,1,1,2026-08-08T21:06:37.061000+00:00
R069,694a387a067835f486de3968,16,,,,Aversion,ai_many,word_many_images/AVERSION/27.png,4,3,6,2,2026-08-08T21:06:53.436000+00:00
R069,694a387a067835f486de3968,17,,,,Journey,ai_many,word_many_images/JOURNEY/13.png,6,4,4,3,2026-08-08T21:07:09.515000+00:00
R069,694a387a067835f486de3968,18,,,,Abyss,ai_many,word_many_images/ABYSS/13.png,4,2,5,3,2026-08-08T21:07:36.252000+00:00
R069,694a387a067835f486de3968,19,,,,Struggle,ai_many,word_many_images/STRUGGLE/01.png,7,6,2,2,2026-08-08T21:07:55.632000+00:00
R069,694a387a067835f486de3968,20,,,,Competition,ai_many,word_many_images/COMPETITION/24.png,5,3,3,1,2026-08-08T21:08:09.338000+00:00
R069,694a387a067835f486de3968,21,,,,Accident,ai_many,word_many_images/ACCIDENT/28.png,7,6,9,4,2026-08-08T21:08:25.664000+00:00
R069,694a387a067835f486de3968,22,,,,Disease,ai_many,word_many_images/DISEASE/24.png,8,7,1,1,2026-08-08T21:08:40.415000+00:00
R069,694a387a067835f486de3968,23,,,,Protection,ai_many,word_many_images/PROTECTION/20.png,6,5,7,3,2026-08-08T21:09:00.690000+00:00
R069,694a387a067835f486de3968,24,,,,Competition,ai_many,word_many_images/COMPETITION/21.png,6,4,4,1,2026-08-08T21:09:25.734000+00:00
R069,694a387a067835f486de3968,25,,,,Accident,ai_many,word_many_images/ACCIDENT/29.png,7,4,4,3,2026-08-08T21:09:43.989000+00:00
R069,694a387a067835f486de3968,26,,,,Aversion,ai_many,word_many_images/AVERSION/17.png,6,5,2,3,2026-08-08T21:10:03.021000+00:00
R069,694a387a067835f486de3968,27,,,,Portal,ai_many,word_many_images/PORTAL/13.png,5,3,8,2,2026-08-08T21:10:15.269000+00:00
R069,694a387a067835f486de3968,28,,,,Magic,ai_many,word_many_images/MAGIC/31.png,5,1,2,2,2026-08-08T21:10:31.310000+00:00
R069,694a387a067835f486de3968,29,,,,Business,ai_many,word_many_images/BUSINESS/12.png,2,1,2,1,2026-08-08T21:10:45.180000+00:00
R069,694a387a067835f486de3968,30,,,,Business,ai_many,word_many_images/BUSINESS/09.png,6,4,2,3,2026-08-08T21:11:01.145000+00:00
R069,694a387a067835f486de3968,31,,,,Protection,ai_many,word_many_images/PROTECTION/05.png,6,3,5,2,2026-08-08T21:11:20.433000+00:00
R069,694a387a067835f486de3968,32,,,,Servant,ai_many,word_many_images/SERVANT/18.png,2,1,10,8,2026-08-08T21:11:45.146000+00:00
R069,694a387a067835f486de3968,33,,,,Journey,ai_many,word_many_images/JOURNEY/07.png,5,2,9,5,2026-08-08T21:11:58.338000+00:00
R069,694a387a067835f486de3968,34,,,,Darkness,ai_many,word_many_images/DARKNESS/30.png,4,3,5,2,2026-08-08T21:12:13.333000+00:00
R069,694a387a067835f486de3968,35,,,,Control,ai_many,word_many_images/CONTROL/02.png,4,4,7,5,2026-08-08T21:12:30.287000+00:00
R070,69727d36edc42836522eacf6,0,,,,Accident,ai_many,word_many_images/ACCIDENT/34.png,4,2,10,10,2026-08-08T19:33:22.663000+00:00
R070,69727d36edc42836522eacf6,1,,,,Aversion,ai_many,word_many_images/AVERSION/06.png,10,10,6,3,2026-08-08T19:34:13.338000+00:00
R070,69727d36edc42836522eacf6,2,,,,Struggle,ai_many,word_many_images/STRUGGLE/27.png,10,10,3,4,2026-08-08T19:34:46.739000+00:00
R070,69727d36edc42836522eacf6,3,,,,Desire,ai_many,word_many_images/DESIRE/30.png,8,8,4,4,2026-08-08T19:35:15.566000+00:00
R070,69727d36edc42836522eacf6,4,,,,Abyss,ai_many,word_many_images/ABYSS/08.png,10,10,1,1,2026-08-08T19:35:53.801000+00:00
R070,69727d36edc42836522eacf6,5,,,,Magic,ai_many,word_many_images/MAGIC/06.png,7,7,7,7,2026-08-08T19:36:21.748000+00:00
R070,69727d36edc42836522eacf6,6,,,,Journey,ai_many,word_many_images/JOURNEY/27.png,9,9,4,3,2026-08-08T19:36:46.035000+00:00
R070,69727d36edc42836522eacf6,7,,,,Business,ai_many,word_many_images/BUSINESS/11.png,8,7,4,5,2026-08-08T19:37:09.265000+00:00
R070,69727d36edc42836522eacf6,8,,,,Journey,ai_many,word_many_images/JOURNEY/21.png,3,2,10,9,2026-08-08T19:37:42.353000+00:00
R070,69727d36edc42836522eacf6,9,,,,Desire,ai_many,word_many_images/DESIRE/02.png,6,5,7,6,2026-08-08T19:38:15.787000+00:00
R070,69727d36edc42836522eacf6,10,,,,Control,ai_many,word_many_images/CONTROL/21.png,8,8,6,6,2026-08-08T19:38:41.766000+00:00
R070,69727d36edc42836522eacf6,11,,,,Aversion,ai_many,word_many_images/AVERSION/04.png,3,3,8,7,2026-08-08T19:39:22.547000+00:00
R070,69727d36edc42836522eacf6,12,,,,Competition,ai_many,word_many_images/COMPETITION/34.png,9,8,4,4,2026-08-08T19:39:38.998000+00:00
R070,69727d36edc42836522eacf6,13,,,,Portal,ai_many,word_many_images/PORTAL/12.png,8,8,5,7,2026-08-08T19:40:32.208000+00:00
R070,69727d36edc42836522eacf6,14,,,,Protection,ai_many,word_many_images/PROTECTION/12.png,9,8,7,7,2026-08-08T19:41:06.313000+00:00
R070,69727d36edc42836522eacf6,15,,,,Magic,ai_many,word_many_images/MAGIC/12.png,7,7,7,7,2026-08-08T19:41:24.756000+00:00
R070,69727d36edc42836522eacf6,16,,,,Darkness,ai_many,word_many_images/DARKNESS/16.png,9,10,6,4,2026-08-08T19:41:45.243000+00:00
R070,69727d36edc42836522eacf6,17,,,,Darkness,ai_many,word_many_images/DARKNESS/20.png,10,10,3,4,2026-08-08T19:42:09.654000+00:00
R070,69727d36edc42836522eacf6,18,,,,Servant,ai_many,word_many_images/SERVANT/20.png,9,9,4,4,2026-08-08T19:42:30.996000+00:00
R070,69727d36edc42836522eacf6,19,,,,Business,ai_many,word_many_images/BUSINESS/25.png,7,6,7,7,2026-08-08T19:43:10.992000+00:00
R070,69727d36edc42836522eacf6,20,,,,Energy,ai_many,word_many_images/ENERGY/11.png,5,5,8,7,2026-08-08T19:43:29.312000+00:00
R070,69727d36edc42836522eacf6,21,,,,Vision,ai_many,word_many_images/VISION/04.png,10,10,1,5,2026-08-08T19:43:45.528000+00:00
R070,69727d36edc42836522eacf6,22,,,,Contamination,ai_many,word_many_images/CONTAMINATION/31.png,10,10,2,4,2026-08-08T19:43:57.923000+00:00
R070,69727d36edc42836522eacf6,23,,,,Struggle,ai_many,word_many_images/STRUGGLE/17.png,9,9,3,7,2026-08-08T19:44:11.798000+00:00
R070,69727d36edc42836522eacf6,24,,,,Accident,ai_many,word_many_images/ACCIDENT/08.png,3,3,10,8,2026-08-08T19:44:36.365000+00:00
R070,69727d36edc42836522eacf6,25,,,,Control,ai_many,word_many_images/CONTROL/30.png,4,4,10,8,2026-08-08T19:44:50.993000+00:00
R070,69727d36edc42836522eacf6,26,,,,Portal,ai_many,word_many_images/PORTAL/05.png,7,7,4,6,2026-08-08T19:45:09.286000+00:00
R070,69727d36edc42836522eacf6,27,,,,Servant,ai_many,word_many_images/SERVANT/19.png,9,9,2,3,2026-08-08T19:45:22.700000+00:00
R070,69727d36edc42836522eacf6,28,,,,Protection,ai_many,word_many_images/PROTECTION/06.png,10,10,1,2,2026-08-08T19:45:34.269000+00:00
R070,69727d36edc42836522eacf6,29,,,,Abyss,ai_many,word_many_images/ABYSS/24.png,9,10,2,3,2026-08-08T19:45:48.652000+00:00
R070,69727d36edc42836522eacf6,30,,,,Energy,ai_many,word_many_images/ENERGY/20.png,6,7,7,7,2026-08-08T19:45:58.580000+00:00
R070,69727d36edc42836522eacf6,31,,,,Disease,ai_many,word_many_images/DISEASE/04.png,6,6,8,8,2026-08-08T19:46:11.897000+00:00
R070,69727d36edc42836522eacf6,32,,,,Contamination,ai_many,word_many_images/CONTAMINATION/26.png,9,9,6,6,2026-08-08T19:46:30.621000+00:00
R070,69727d36edc42836522eacf6,33,,,,Competition,ai_many,word_many_images/COMPETITION/11.png,10,10,1,3,2026-08-08T19:46:42.410000+00:00
R070,69727d36edc42836522eacf6,34,,,,Vision,ai_many,word_many_images/VISION/17.png,9,10,2,8,2026-08-08T19:46:57.198000+00:00
R070,69727d36edc42836522eacf6,35,,,,Disease,ai_many,word_many_images/DISEASE/02.png,3,3,9,7,2026-08-08T19:47:12.832000+00:00
R071,697a94d33b165fe833a3c9ea,0,,,,Darkness,ai_many,word_many_images/DARKNESS/01.png,2,4,2,5,2026-08-08T19:32:45.274000+00:00
R071,697a94d33b165fe833a3c9ea,1,,,,Contamination,ai_many,word_many_images/CONTAMINATION/19.png,3,8,5,5,2026-08-08T19:33:05.674000+00:00
R071,697a94d33b165fe833a3c9ea,2,,,,Disease,ai_many,word_many_images/DISEASE/30.png,4,7,5,4,2026-08-08T19:33:18.723000+00:00
R071,697a94d33b165fe833a3c9ea,3,,,,Aversion,ai_many,word_many_images/AVERSION/25.png,8,6,3,2,2026-08-08T19:33:40.008000+00:00
R071,697a94d33b165fe833a3c9ea,4,,,,Portal,ai_many,word_many_images/PORTAL/04.png,8,9,1,1,2026-08-08T19:33:50.210000+00:00
R071,697a94d33b165fe833a3c9ea,5,,,,Magic,ai_many,word_many_images/MAGIC/33.png,7,7,3,2,2026-08-08T19:34:03.190000+00:00
R071,697a94d33b165fe833a3c9ea,6,,,,Business,ai_many,word_many_images/BUSINESS/29.png,3,3,6,4,2026-08-08T19:34:17.713000+00:00
R071,697a94d33b165fe833a3c9ea,7,,,,Vision,ai_many,word_many_images/VISION/21.png,3,3,7,8,2026-08-08T19:34:39.362000+00:00
R071,697a94d33b165fe833a3c9ea,8,,,,Energy,ai_many,word_many_images/ENERGY/14.png,4,5,7,8,2026-08-08T19:34:49.734000+00:00
R071,697a94d33b165fe833a3c9ea,9,,,,Portal,ai_many,word_many_images/PORTAL/31.png,3,4,8,8,2026-08-08T19:35:04.616000+00:00
R071,697a94d33b165fe833a3c9ea,10,,,,Energy,ai_many,word_many_images/ENERGY/01.png,5,7,7,4,2026-08-08T19:35:18.683000+00:00
R071,697a94d33b165fe833a3c9ea,11,,,,Aversion,ai_many,word_many_images/AVERSION/22.png,1,1,9,8,2026-08-08T19:35:27.897000+00:00
R071,697a94d33b165fe833a3c9ea,12,,,,Protection,ai_many,word_many_images/PROTECTION/34.png,9,10,1,1,2026-08-08T19:35:40.292000+00:00
R071,697a94d33b165fe833a3c9ea,13,,,,Magic,ai_many,word_many_images/MAGIC/24.png,1,1,9,8,2026-08-08T19:35:48.602000+00:00
R071,697a94d33b165fe833a3c9ea,14,,,,Abyss,ai_many,word_many_images/ABYSS/32.png,7,6,6,4,2026-08-08T19:36:02.894000+00:00
R071,697a94d33b165fe833a3c9ea,15,,,,Control,ai_many,word_many_images/CONTROL/22.png,1,1,9,10,2026-08-08T19:36:12.386000+00:00
R071,697a94d33b165fe833a3c9ea,16,,,,Protection,ai_many,word_many_images/PROTECTION/22.png,7,8,3,4,2026-08-08T19:36:25.466000+00:00
R071,697a94d33b165fe833a3c9ea,17,,,,Competition,ai_many,word_many_images/COMPETITION/32.png,8,9,4,3,2026-08-08T19:36:38.441000+00:00
R071,697a94d33b165fe833a3c9ea,18,,,,Accident,ai_many,word_many_images/ACCIDENT/31.png,1,1,9,9,2026-08-08T19:36:47.930000+00:00
R071,697a94d33b165fe833a3c9ea,19,,,,Business,ai_many,word_many_images/BUSINESS/02.png,7,8,2,2,2026-08-08T19:36:57.702000+00:00
R071,697a94d33b165fe833a3c9ea,20,,,,Servant,ai_many,word_many_images/SERVANT/21.png,1,1,7,8,2026-08-08T19:37:08.562000+00:00
R071,697a94d33b165fe833a3c9ea,21,,,,Struggle,ai_many,word_many_images/STRUGGLE/04.png,6,7,5,3,2026-08-08T19:37:29.774000+00:00
R071,697a94d33b165fe833a3c9ea,22,,,,Abyss,ai_many,word_many_images/ABYSS/23.png,6,8,4,7,2026-08-08T19:37:49.300000+00:00
R071,697a94d33b165fe833a3c9ea,23,,,,Journey,ai_many,word_many_images/JOURNEY/02.png,7,8,3,3,2026-08-08T19:37:59.043000+00:00
R071,697a94d33b165fe833a3c9ea,24,,,,Darkness,ai_many,word_many_images/DARKNESS/20.png,7,8,2,2,2026-08-08T19:38:08.257000+00:00
R071,697a94d33b165fe833a3c9ea,25,,,,Desire,ai_many,word_many_images/DESIRE/10.png,6,6,3,2,2026-08-08T19:38:15.965000+00:00
R071,697a94d33b165fe833a3c9ea,26,,,,Journey,ai_many,word_many_images/JOURNEY/28.png,8,8,2,2,2026-08-08T19:38:21.624000+00:00
R071,697a94d33b165fe833a3c9ea,27,,,,Struggle,ai_many,word_many_images/STRUGGLE/01.png,8,9,2,2,2026-08-08T19:38:29.045000+00:00
R071,697a94d33b165fe833a3c9ea,28,,,,Control,ai_many,word_many_images/CONTROL/11.png,6,7,4,3,2026-08-08T19:38:41.778000+00:00
R071,697a94d33b165fe833a3c9ea,29,,,,Vision,ai_many,word_many_images/VISION/18.png,7,8,2,2,2026-08-08T19:39:25.144000+00:00
R071,697a94d33b165fe833a3c9ea,30,,,,Servant,ai_many,word_many_images/SERVANT/29.png,6,7,1,2,2026-08-08T19:39:29.885000+00:00
R071,697a94d33b165fe833a3c9ea,31,,,,Desire,ai_many,word_many_images/DESIRE/35.png,6,7,2,2,2026-08-08T19:39:37.308000+00:00
R071,697a94d33b165fe833a3c9ea,32,,,,Accident,ai_many,word_many_images/ACCIDENT/34.png,7,6,3,2,2026-08-08T19:39:49.555000+00:00
R071,697a94d33b165fe833a3c9ea,33,,,,Competition,ai_many,word_many_images/COMPETITION/27.png,5,6,4,3,2026-08-08T19:40:02.104000+00:00
R071,697a94d33b165fe833a3c9ea,34,,,,Contamination,ai_many,word_many_images/CONTAMINATION/05.png,10,10,1,1,2026-08-08T19:40:06.996000+00:00
R071,697a94d33b165fe833a3c9ea,35,,,,Disease,ai_many,word_many_images/DISEASE/08.png,6,5,3,4,2026-08-08T19:40:22.986000+00:00
R072,6983caa3d11772dce8b610d9,0,,,,Desire,ai_many,word_many_images/DESIRE/32.png,3,2,10,10,2026-08-08T19:43:22.757000+00:00
R072,6983caa3d11772dce8b610d9,1,,,,Contamination,ai_many,word_many_images/CONTAMINATION/01.png,8,8,8,3,2026-08-08T19:43:56.463000+00:00
R072,6983caa3d11772dce8b610d9,2,,,,Energy,ai_many,word_many_images/ENERGY/08.png,8,4,7,7,2026-08-08T19:44:24.869000+00:00
R072,6983caa3d11772dce8b610d9,3,,,,Journey,ai_many,word_many_images/JOURNEY/04.png,10,8,3,7,2026-08-08T19:44:45.904000+00:00
R072,6983caa3d11772dce8b610d9,4,,,,Magic,ai_many,word_many_images/MAGIC/09.png,10,10,2,1,2026-08-08T19:45:01.687000+00:00
R072,6983caa3d11772dce8b610d9,5,,,,Servant,ai_many,word_many_images/SERVANT/22.png,8,6,10,4,2026-08-08T19:45:29.453000+00:00
R072,6983caa3d11772dce8b610d9,6,,,,Struggle,ai_many,word_many_images/STRUGGLE/19.png,9,8,7,3,2026-08-08T19:45:55.328000+00:00
R072,6983caa3d11772dce8b610d9,7,,,,Control,ai_many,word_many_images/CONTROL/08.png,10,8,7,3,2026-08-08T19:46:20.032000+00:00
R072,6983caa3d11772dce8b610d9,8,,,,Vision,ai_many,word_many_images/VISION/22.png,9,9,4,9,2026-08-08T19:46:43.007000+00:00
R072,6983caa3d11772dce8b610d9,9,,,,Struggle,ai_many,word_many_images/STRUGGLE/02.png,10,8,5,2,2026-08-08T19:47:01.333000+00:00
R072,6983caa3d11772dce8b610d9,10,,,,Aversion,ai_many,word_many_images/AVERSION/16.png,8,6,8,9,2026-08-08T19:47:25.862000+00:00
R072,6983caa3d11772dce8b610d9,11,,,,Energy,ai_many,word_many_images/ENERGY/22.png,4,4,10,10,2026-08-08T19:47:42.194000+00:00
R072,6983caa3d11772dce8b610d9,12,,,,Darkness,ai_many,word_many_images/DARKNESS/11.png,9,8,2,3,2026-08-08T19:48:03.467000+00:00
R072,6983caa3d11772dce8b610d9,13,,,,Protection,ai_many,word_many_images/PROTECTION/26.png,8,7,5,3,2026-08-08T19:48:15.073000+00:00
R072,6983caa3d11772dce8b610d9,14,,,,Abyss,ai_many,word_many_images/ABYSS/15.png,10,9,4,2,2026-08-08T19:48:49.673000+00:00
R072,6983caa3d11772dce8b610d9,15,,,,Accident,ai_many,word_many_images/ACCIDENT/30.png,8,7,7,6,2026-08-08T19:49:10.327000+00:00
R072,6983caa3d11772dce8b610d9,16,,,,Servant,ai_many,word_many_images/SERVANT/04.png,10,9,3,2,2026-08-08T19:49:31.359000+00:00
R072,6983caa3d11772dce8b610d9,17,,,,Darkness,ai_many,word_many_images/DARKNESS/19.png,9,8,3,2,2026-08-08T19:49:41.752000+00:00
R072,6983caa3d11772dce8b610d9,18,,,,Portal,ai_many,word_many_images/PORTAL/34.png,8,7,5,9,2026-08-08T19:50:16.966000+00:00
R072,6983caa3d11772dce8b610d9,19,,,,Competition,ai_many,word_many_images/COMPETITION/31.png,10,8,3,2,2026-08-08T19:50:27.663000+00:00
R072,6983caa3d11772dce8b610d9,20,,,,Accident,ai_many,word_many_images/ACCIDENT/06.png,10,10,4,1,2026-08-08T19:50:35.943000+00:00
R072,6983caa3d11772dce8b610d9,21,,,,Vision,ai_many,word_many_images/VISION/08.png,10,8,2,1,2026-08-08T19:50:43.663000+00:00
R072,6983caa3d11772dce8b610d9,22,,,,Journey,ai_many,word_many_images/JOURNEY/08.png,10,10,1,1,2026-08-08T19:50:49.546000+00:00
R072,6983caa3d11772dce8b610d9,23,,,,Protection,ai_many,word_many_images/PROTECTION/10.png,9,8,3,2,2026-08-08T19:50:58.849000+00:00
R072,6983caa3d11772dce8b610d9,24,,,,Portal,ai_many,word_many_images/PORTAL/22.png,3,2,10,10,2026-08-08T19:51:09.442000+00:00
R072,6983caa3d11772dce8b610d9,25,,,,Abyss,ai_many,word_many_images/ABYSS/01.png,10,9,4,2,2026-08-08T19:51:23.936000+00:00
R072,6983caa3d11772dce8b610d9,26,,,,Desire,ai_many,word_many_images/DESIRE/34.png,7,6,5,9,2026-08-08T19:51:32.424000+00:00
R072,6983caa3d11772dce8b610d9,27,,,,Disease,ai_many,word_many_images/DISEASE/17.png,1,1,10,10,2026-08-08T19:51:41.625000+00:00
R072,6983caa3d11772dce8b610d9,28,,,,Aversion,ai_many,word_many_images/AVERSION/21.png,8,7,8,8,2026-08-08T19:51:49.504000+00:00
R072,6983caa3d11772dce8b610d9,29,,,,Control,ai_many,word_many_images/CONTROL/34.png,8,6,9,10,2026-08-08T19:52:00.382000+00:00
R072,6983caa3d11772dce8b610d9,30,,,,Competition,ai_many,word_many_images/COMPETITION/25.png,9,6,6,4,2026-08-08T19:52:08.840000+00:00
R072,6983caa3d11772dce8b610d9,31,,,,Business,ai_many,word_many_images/BUSINESS/34.png,1,1,10,10,2026-08-08T19:52:18.577000+00:00
R072,6983caa3d11772dce8b610d9,32,,,,Disease,ai_many,word_many_images/DISEASE/26.png,6,5,9,8,2026-08-08T19:52:25.876000+00:00
R072,6983caa3d11772dce8b610d9,33,,,,Contamination,ai_many,word_many_images/CONTAMINATION/22.png,1,1,1,10,2026-08-08T19:52:30.872000+00:00
R072,6983caa3d11772dce8b610d9,34,,,,Magic,ai_many,word_many_images/MAGIC/22.png,8,7,8,6,2026-08-08T19:52:38.661000+00:00
R072,6983caa3d11772dce8b610d9,35,,,,Business,ai_many,word_many_images/BUSINESS/24.png,1,1,10,10,2026-08-08T19:52:45.319000+00:00
R073,69eb9af5bb99682827da607d,0,,,,Contamination,ai_many,word_many_images/CONTAMINATION/18.png,1,1,10,10,2026-08-08T20:35:19.105000+00:00
R073,69eb9af5bb99682827da607d,1,,,,Servant,ai_many,word_many_images/SERVANT/11.png,7,3,3,7,2026-08-08T20:35:36.517000+00:00
R073,69eb9af5bb99682827da607d,2,,,,Competition,ai_many,word_many_images/COMPETITION/22.png,5,2,10,9,2026-08-08T20:36:01.225000+00:00
R073,69eb9af5bb99682827da607d,3,,,,Protection,ai_many,word_many_images/PROTECTION/12.png,5,3,10,9,2026-08-08T20:36:11.731000+00:00
R073,69eb9af5bb99682827da607d,4,,,,Journey,ai_many,word_many_images/JOURNEY/15.png,8,5,2,4,2026-08-08T20:36:34.801000+00:00
R073,69eb9af5bb99682827da607d,5,,,,Desire,ai_many,word_many_images/DESIRE/16.png,2,1,8,8,2026-08-08T20:36:44.835000+00:00
R073,69eb9af5bb99682827da607d,6,,,,Magic,ai_many,word_many_images/MAGIC/35.png,2,1,8,9,2026-08-08T20:37:14.692000+00:00
R073,69eb9af5bb99682827da607d,7,,,,Darkness,ai_many,word_many_images/DARKNESS/10.png,2,2,5,3,2026-08-08T20:37:24.025000+00:00
R073,69eb9af5bb99682827da607d,8,,,,Control,ai_many,word_many_images/CONTROL/12.png,1,1,1,10,2026-08-08T20:37:51.750000+00:00
R073,69eb9af5bb99682827da607d,9,,,,Competition,ai_many,word_many_images/COMPETITION/35.png,2,1,10,10,2026-08-08T20:38:03.484000+00:00
R073,69eb9af5bb99682827da607d,10,,,,Vision,ai_many,word_many_images/VISION/23.png,1,1,10,10,2026-08-08T20:38:22.965000+00:00
R073,69eb9af5bb99682827da607d,11,,,,Portal,ai_many,word_many_images/PORTAL/32.png,4,3,5,7,2026-08-08T20:38:33.635000+00:00
R073,69eb9af5bb99682827da607d,12,,,,Magic,ai_many,word_many_images/MAGIC/05.png,1,1,10,10,2026-08-08T20:38:52.191000+00:00
R073,69eb9af5bb99682827da607d,13,,,,Business,ai_many,word_many_images/BUSINESS/30.png,1,1,10,10,2026-08-08T20:38:59.473000+00:00
R073,69eb9af5bb99682827da607d,14,,,,Journey,ai_many,word_many_images/JOURNEY/22.png,1,1,10,10,2026-08-08T20:39:07.853000+00:00
R073,69eb9af5bb99682827da607d,15,,,,Abyss,ai_many,word_many_images/ABYSS/07.png,7,7,2,4,2026-08-08T20:39:40.214000+00:00
