shape,group,category,quality,old_name,new_name,source_path,source_grid,source_cell,file_path,new_file_path
circle,AI Many,Needs significant improvement,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_10.png,1_10_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_10.png,1,10,newData/circle/AI Many/Needs significant improvement/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_10.png,newData/circle/AI Many/Needs significant improvement/1_10_medium.png
circle,AI Many,Passable,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_18.png,10_18_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_18.png,10,18,newData/circle/AI Many/Passable/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_18.png,newData/circle/AI Many/Passable/10_18_high.png
circle,AI Many,Passable,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_07.png,10_07_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_07.png,10,7,newData/circle/AI Many/Passable/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_07.png,newData/circle/AI Many/Passable/10_07_medium.png
circle,AI Many,Passable,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_25.png,10_25_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_25.png,10,25,newData/circle/AI Many/Passable/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_25.png,newData/circle/AI Many/Passable/10_25_medium.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_01.png,10_01_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_01.png,10,1,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_01.png,newData/circle/AI Many/Perfect/10_01_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_02.png,10_02_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_02.png,10,2,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_02.png,newData/circle/AI Many/Perfect/10_02_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_04.png,10_04_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_04.png,10,4,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_04.png,newData/circle/AI Many/Perfect/10_04_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_06.png,10_06_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_06.png,10,6,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_06.png,newData/circle/AI Many/Perfect/10_06_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_10.png,10_10_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_10.png,10,10,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_10.png,newData/circle/AI Many/Perfect/10_10_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_14.png,10_14_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_14.png,10,14,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_14.png,newData/circle/AI Many/Perfect/10_14_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_20.png,10_20_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_20.png,10,20,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_20.png,newData/circle/AI Many/Perfect/10_20_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_26.png,10_26_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_26.png,10,26,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_26.png,newData/circle/AI Many/Perfect/10_26_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_28.png,10_28_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_28.png,10,28,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_28.png,newData/circle/AI Many/Perfect/10_28_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_30.png,10_30_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_30.png,10,30,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_30.png,newData/circle/AI Many/Perfect/10_30_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_36.png,10_36_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_10_36.png,10,36,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_10_36.png,newData/circle/AI Many/Perfect/10_36_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_02.png,1_02_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_02.png,1,2,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_02.png,newData/circle/AI Many/Perfect/1_02_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_06.png,1_06_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_06.png,1,6,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_06.png,newData/circle/AI Many/Perfect/1_06_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_10.png,1_10_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_10.png,1,10,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_10.png,newData/circle/AI Many/Perfect/1_10_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_12.png,1_12_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_12.png,1,12,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_12.png,newData/circle/AI Many/Perfect/1_12_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_16.png,1_16_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_16.png,1,16,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_16.png,newData/circle/AI Many/Perfect/1_16_high.png
circle,AI Many,Perfect,high,round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_18.png,1_18_high.png,round1-circle_10v_cropped_padded/circle-final-6x6_high/01_1_18.png,1,18,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_high__01_1_18.png,newData/circle/AI Many/Perfect/1_18_high.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_01.png,10_01_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_01.png,10,1,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_01.png,newData/circle/AI Many/Perfect/10_01_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_02.png,10_02_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_02.png,10,2,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_02.png,newData/circle/AI Many/Perfect/10_02_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_03.png,10_03_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_03.png,10,3,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_03.png,newData/circle/AI Many/Perfect/10_03_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_04.png,10_04_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_04.png,10,4,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_04.png,newData/circle/AI Many/Perfect/10_04_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_06.png,10_06_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_06.png,10,6,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_06.png,newData/circle/AI Many/Perfect/10_06_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_09.png,10_09_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_09.png,10,9,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_09.png,newData/circle/AI Many/Perfect/10_09_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_10.png,10_10_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_10.png,10,10,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_10.png,newData/circle/AI Many/Perfect/10_10_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_11.png,10_11_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_11.png,10,11,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_11.png,newData/circle/AI Many/Perfect/10_11_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_12.png,10_12_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_12.png,10,12,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_12.png,newData/circle/AI Many/Perfect/10_12_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_13.png,10_13_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_13.png,10,13,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_13.png,newData/circle/AI Many/Perfect/10_13_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_14.png,10_14_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_14.png,10,14,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_14.png,newData/circle/AI Many/Perfect/10_14_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_18.png,10_18_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_18.png,10,18,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_18.png,newData/circle/AI Many/Perfect/10_18_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_20.png,10_20_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_20.png,10,20,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_20.png,newData/circle/AI Many/Perfect/10_20_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_22.png,10_22_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_22.png,10,22,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_22.png,newData/circle/AI Many/Perfect/10_22_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_23.png,10_23_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_23.png,10,23,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_23.png,newData/circle/AI Many/Perfect/10_23_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_26.png,10_26_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_26.png,10,26,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_26.png,newData/circle/AI Many/Perfect/10_26_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_27.png,10_27_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_27.png,10,27,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_27.png,newData/circle/AI Many/Perfect/10_27_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_28.png,10_28_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_28.png,10,28,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_28.png,newData/circle/AI Many/Perfect/10_28_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_29.png,10_29_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_29.png,10,29,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_29.png,newData/circle/AI Many/Perfect/10_29_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_30.png,10_30_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_30.png,10,30,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_30.png,newData/circle/AI Many/Perfect/10_30_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_33.png,10_33_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_33.png,10,33,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_33.png,newData/circle/AI Many/Perfect/10_33_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_34.png,10_34_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_34.png,10,34,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_34.png,newData/circle/AI Many/Perfect/10_34_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_35.png,10_35_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_35.png,10,35,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_35.png,newData/circle/AI Many/Perfect/10_35_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_36.png,10_36_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_10_36.png,10,36,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_10_36.png,newData/circle/AI Many/Perfect/10_36_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_01.png,1_01_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_01.png,1,1,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_01.png,newData/circle/AI Many/Perfect/1_01_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_02.png,1_02_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_02.png,1,2,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_02.png,newData/circle/AI Many/Perfect/1_02_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_03.png,1_03_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_03.png,1,3,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_03.png,newData/circle/AI Many/Perfect/1_03_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_05.png,1_05_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_05.png,1,5,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_05.png,newData/circle/AI Many/Perfect/1_05_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_06.png,1_06_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_06.png,1,6,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_06.png,newData/circle/AI Many/Perfect/1_06_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_07.png,1_07_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_07.png,1,7,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_07.png,newData/circle/AI Many/Perfect/1_07_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_09.png,1_09_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_09.png,1,9,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_09.png,newData/circle/AI Many/Perfect/1_09_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_11.png,1_11_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_11.png,1,11,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_11.png,newData/circle/AI Many/Perfect/1_11_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_13.png,1_13_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_13.png,1,13,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_13.png,newData/circle/AI Many/Perfect/1_13_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_14.png,1_14_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_14.png,1,14,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_14.png,newData/circle/AI Many/Perfect/1_14_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_15.png,1_15_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_15.png,1,15,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_15.png,newData/circle/AI Many/Perfect/1_15_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_17.png,1_17_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_17.png,1,17,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_17.png,newData/circle/AI Many/Perfect/1_17_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_18.png,1_18_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_18.png,1,18,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_18.png,newData/circle/AI Many/Perfect/1_18_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_19.png,1_19_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_19.png,1,19,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_19.png,newData/circle/AI Many/Perfect/1_19_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_21.png,1_21_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_21.png,1,21,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_21.png,newData/circle/AI Many/Perfect/1_21_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_23.png,1_23_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_23.png,1,23,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_23.png,newData/circle/AI Many/Perfect/1_23_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_25.png,1_25_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_25.png,1,25,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_25.png,newData/circle/AI Many/Perfect/1_25_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_27.png,1_27_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_27.png,1,27,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_27.png,newData/circle/AI Many/Perfect/1_27_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_29.png,1_29_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_29.png,1,29,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_29.png,newData/circle/AI Many/Perfect/1_29_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_31.png,1_31_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_31.png,1,31,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_31.png,newData/circle/AI Many/Perfect/1_31_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_33.png,1_33_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_33.png,1,33,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_33.png,newData/circle/AI Many/Perfect/1_33_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_35.png,1_35_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_1_35.png,1,35,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_1_35.png,newData/circle/AI Many/Perfect/1_35_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_01.png,2_01_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_01.png,2,1,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_01.png,newData/circle/AI Many/Perfect/2_01_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_03.png,2_03_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_03.png,2,3,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_03.png,newData/circle/AI Many/Perfect/2_03_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_05.png,2_05_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_05.png,2,5,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_05.png,newData/circle/AI Many/Perfect/2_05_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_07.png,2_07_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_07.png,2,7,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_07.png,newData/circle/AI Many/Perfect/2_07_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_09.png,2_09_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_09.png,2,9,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_09.png,newData/circle/AI Many/Perfect/2_09_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_11.png,2_11_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_11.png,2,11,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_11.png,newData/circle/AI Many/Perfect/2_11_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_13.png,2_13_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_13.png,2,13,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_13.png,newData/circle/AI Many/Perfect/2_13_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_15.png,2_15_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_15.png,2,15,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_15.png,newData/circle/AI Many/Perfect/2_15_medium.png
circle,AI Many,Perfect,medium,round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_19.png,2_19_medium.png,round1-circle_10v_cropped_padded/circle-final-6x6_medium/01_2_19.png,2,19,newData/circle/AI Many/Perfect/round1-circle_10v_cropped_padded__circle-final-6x6_medium__01_2_19.png,newData/circle/AI Many/Perfect/2_19_medium.png
lines,AI simple Anti AI,Nearly Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_06.png,01_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_06.png,1,6,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_06.png,newData/lines/AI simple Anti AI/Nearly Perfect/01_2880x2880_high.png
lines,AI simple Anti AI,Nearly Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_31.png,02_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_31.png,1,31,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_31.png,newData/lines/AI simple Anti AI/Nearly Perfect/02_2880x2880_high.png
